no;idstud;idschool;studwgt;math;read;migrant;books;hisei;paredu;female;urban
996;10274532;1027;7.844978767;592;482;0;3;38;5;1;0
997;10274756;1027;7.844978767;639;519;0;4;45;4;0;0
998;10274842;1027;7.844978767;576;481;1;5;45;3;1;0
999;10274932;1027;7.503892734;703;497;0;4;68;3;0;0
1000;10274997;1027;7.503892734;549;525;0;4;34;2;1;0
1001;10275038;1027;7.503892734;503;602;0;3;67;7;1;0
1002;10275128;1027;7.503892734;439;517;0;2;25;5;1;0
1003;10275389;1027;7.503892734;626;639;0;4;69;7;0;0
1004;10275472;1027;7.844978767;388;455;0;3;87;7;0;0
1005;10275579;1027;7.503892734;511;547;0;2;43;2;0;0
1006;10275612;1027;7.503892734;373;378;0;3;34;2;1;0
1007;10275674;1027;7.503892734;614;517;0;5;49;3;0;0
1008;10275682;1027;7.503892734;539;579;0;3;45;2;1;0
1009;10275728;1027;7.844978767;786;620;0;4;45;3;0;0
1010;10275773;1027;7.503892734;584;610;0;5;69;3;0;0
1011;10275916;1027;7.844978767;570;592;0;5;60;NA;1;0
1012;10275962;1027;7.844978767;510;568;1;4;55;NA;1;0
1013;10275988;1027;7.503892734;503;521;0;6;34;5;0;0
1014;10276038;1027;7.844978767;572;485;1;5;43;NA;0;0
1015;10276056;1027;7.503892734;594;575;0;4;30;2;1;0
1016;10276066;1027;7.503892734;605;574;0;5;43;3;0;0
1017;10276098;1027;7.503892734;605;504;0;6;51;2;0;0
1018;10276172;1027;7.844978767;NA;467;NA;NA;NA;NA;1;0
1019;10276221;1027;7.503892734;488;498;NA;3;23;2;0;0
1020;10276251;1027;7.503892734;626;561;0;4;51;4;0;0
1021;10276305;1027;7.844978767;626;548;0;3;51;3;1;0
1022;10276347;1027;7.844978767;581;519;0;3;43;2;0;0
1023;10276396;1027;7.844978767;605;540;0;3;49;1;0;0
1024;10276478;1027;7.844978767;441;424;0;2;43;2;1;0
1025;10276489;1027;7.503892734;511;503;0;5;46;2;1;0
1026;10276741;1027;7.503892734;515;507;0;3;29;4;0;0
1027;10290035;1029;8.504411765;503;492;0;1;NA;2;0;0
1028;10290062;1029;8.504411765;460;553;0;2;30;2;1;0
1029;10290161;1029;8.52572608;554;522;0;3;23;2;1;0
1030;10290274;1029;8.099439776;616;593;0;2;56;4;0;0
1031;10290408;1029;8.099439776;651;588;0;6;25;2;1;0
1032;10290487;1029;8.52572608;NA;619;NA;NA;NA;NA;0;0
1033;10290648;1029;8.099439776;619;536;0;5;88;4;0;0
1034;10290660;1029;8.52572608;651;541;0;4;67;3;0;0
1035;10290824;1029;8.504411765;527;530;0;3;43;2;0;0
1036;10290957;1029;8.504411765;326;362;0;3;43;2;0;0
1037;10290988;1029;8.52572608;573;523;0;5;38;5;1;0
1038;10291375;1029;8.52572608;491;477;0;4;43;1;1;0
1039;10291420;1029;8.099439776;605;563;0;5;16;2;1;0
1040;10291454;1029;8.504411765;515;561;0;6;NA;7;0;0
1041;10291518;1029;8.099439776;592;559;0;5;38;7;1;0
1042;10291522;1029;8.52572608;439;508;0;3;53;2;1;0
1043;10291703;1029;8.52572608;565;567;0;4;43;2;1;0
1044;10291734;1029;8.099439776;499;517;0;6;NA;4;1;0
1045;10291742;1029;8.504411765;637;601;0;6;70;7;1;0
1046;10291799;1029;8.099439776;515;476;0;2;54;4;0;0
1047;10291850;1029;8.099439776;628;627;0;6;51;7;1;0
1048;10291862;1029;8.099439776;538;362;0;3;34;4;0;0
1049;10291866;1029;8.52572608;466;411;1;2;29;1;0;0
1050;10291926;1029;8.52572608;464;538;0;3;23;1;1;0
1051;10291933;1029;8.52572608;NA;592;NA;NA;NA;NA;1;0
1052;10292227;1029;8.099439776;594;542;0;4;71;3;0;0
1053;10292289;1029;8.52572608;621;530;0;3;23;2;1;0
1054;10292625;1029;8.504411765;386;484;0;3;33;1;1;0
1055;10292716;1029;8.099439776;570;608;0;4;53;4;1;0
1056;10292727;1029;8.099439776;355;366;1;3;28;1;1;0
1057;10292737;1029;8.504411765;562;NA;0;3;27;1;1;0
1058;10292798;1029;8.099439776;473;526;0;5;51;5;1;0
1059;10293122;1029;8.52572608;587;472;1;1;30;2;0;0
1060;10293242;1029;8.52572608;498;577;0;4;34;2;1;0
1061;10293358;1029;8.504411765;626;583;0;4;45;5;0;0
1062;10293458;1029;8.504411765;446;563;0;4;56;NA;1;0
1063;10293575;1029;8.504411765;628;575;0;3;32;3;1;0
1064;10293716;1029;8.504411765;536;573;0;5;46;3;1;0
1065;10293799;1029;8.52572608;628;576;0;3;43;4;1;0
1066;10293907;1029;8.099439776;515;509;0;2;40;4;0;0
1067;10293919;1029;8.099439776;397;531;0;6;65;3;1;0
1068;10293950;1029;8.52572608;548;466;0;3;51;2;0;0
1069;10294319;1029;8.099439776;570;557;0;5;34;2;1;0
1070;10294351;1029;8.52572608;699;603;0;6;50;2;1;0
1071;10294470;1029;8.504411765;357;360;0;2;39;7;0;0
1072;10294587;1029;8.504411765;628;522;0;4;29;2;1;0
1073;10294634;1029;8.099439776;685;652;0;3;43;2;1;0
1074;10294729;1029;8.52572608;560;580;0;4;50;2;1;0
1075;10294777;1029;8.52572608;536;509;0;5;40;3;1;0
1076;10294913;1029;8.504411765;515;444;0;4;69;4;0;0
1077;10295185;1029;8.099439776;764;599;0;5;52;3;0;0
1078;10295521;1029;8.099439776;478;410;0;2;23;2;0;0
1079;10295943;1029;8.099439776;536;556;0;3;53;7;0;0
1080;10295966;1029;8.52572608;637;528;0;3;34;2;1;0
1081;10296119;1029;8.504411765;581;511;0;1;NA;1;0;0
1082;10296250;1029;8.504411765;570;544;0;2;43;2;0;0
1083;10296263;1029;8.504411765;503;579;0;3;43;NA;1;0
1084;10296390;1029;8.099439776;565;612;0;5;69;6;1;0
1085;10296480;1029;8.504411765;377;422;0;2;34;5;1;0
1086;10296645;1029;8.504411765;428;482;0;3;43;2;1;0
1087;10296660;1029;8.504411765;437;492;0;3;54;2;1;0
1088;10330039;1033;5.472194274;562;NA;0;4;70;7;0;0
1089;10330048;1033;5.445171093;NA;252;NA;NA;NA;NA;0;0
1090;10330226;1033;5.445171093;NA;252;NA;NA;NA;NA;0;0
1091;10330344;1033;5.445171093;639;622;0;6;88;7;1;0
1092;10330364;1033;5.620821773;562;587;0;5;NA;7;1;0
1093;10330384;1033;5.620821773;437;NA;NA;NA;NA;NA;0;0
1094;10330429;1033;5.445171093;NA;274;NA;NA;NA;NA;0;0
1095;10330542;1033;5.472194274;515;621;0;NA;NA;NA;1;0
1096;10330583;1033;5.620821773;713;647;0;4;50;NA;0;0
1097;10330647;1033;5.445171093;592;458;NA;NA;NA;NA;0;0
1098;10330765;1033;5.472194274;524;504;NA;NA;NA;NA;0;0
1099;10330769;1033;5.472194274;428;558;NA;NA;33;2;1;0
1100;10330798;1033;5.445171093;527;254;NA;NA;NA;NA;0;0
1101;10330844;1033;5.445171093;NA;252;NA;NA;NA;1;0;0
1102;10330997;1033;5.620821773;490;507;0;4;53;2;1;0
1103;10331089;1033;5.472194274;648;611;0;6;NA;7;0;0
1104;10331096;1033;5.472194274;527;549;0;6;51;7;0;0
1105;10331117;1033;5.445171093;278;252;NA;NA;NA;NA;0;0
1106;10331270;1033;5.472194274;651;586;0;NA;70;7;0;0
1107;10331363;1033;5.445171093;NA;261;NA;NA;NA;NA;1;0
1108;10331391;1033;5.472194274;548;591;0;3;88;7;1;0
1109;10331415;1033;5.472194274;592;617;0;6;51;4;1;0
1110;10331491;1033;5.445171093;NA;274;0;4;NA;NA;0;0
1111;10331523;1033;5.620821773;573;477;0;NA;NA;NA;0;0
1112;10331552;1033;5.472194274;498;551;NA;NA;NA;NA;0;0
1113;10331649;1033;5.472194274;515;584;0;5;NA;NA;1;0
1114;10331651;1033;5.620821773;559;525;0;6;55;4;0;0
1115;10331706;1033;5.620821773;559;NA;NA;NA;NA;7;0;0
1116;10331921;1033;5.472194274;511;616;NA;3;NA;4;1;0
1117;10331932;1033;5.472194274;527;617;0;5;NA;4;1;0
1118;10331978;1033;5.620821773;490;580;NA;NA;NA;NA;1;0
1119;10332000;1033;5.620821773;NA;622;NA;NA;NA;NA;1;0
1120;10332056;1033;5.445171093;NA;606;0;6;70;3;0;0
1121;10332101;1033;5.620821773;592;613;0;3;45;3;1;0
1122;10332218;1033;5.620821773;581;539;0;6;51;6;1;0
1123;10332236;1033;5.620821773;570;461;NA;NA;NA;NA;1;0
1124;10332291;1033;5.620821773;548;558;0;NA;NA;NA;0;0
1125;10332315;1033;5.620821773;446;551;0;3;53;3;1;0
1126;10332341;1033;5.445171093;626;325;1;NA;NA;NA;0;0
1127;10332436;1033;5.445171093;498;580;NA;NA;NA;NA;0;0
1128;10332450;1033;5.472194274;559;526;0;5;NA;NA;0;0
1129;10332471;1033;5.620821773;570;553;NA;NA;NA;NA;0;0
1130;10332793;1033;5.472194274;527;630;0;5;88;7;1;0
1131;10332850;1033;5.445171093;NA;252;NA;NA;NA;NA;0;0
1132;10332942;1033;5.472194274;524;585;0;5;30;NA;1;0
1133;10332951;1033;5.620821773;503;545;0;NA;NA;NA;1;0
1134;10332967;1033;5.445171093;536;547;0;4;67;2;1;0
1135;10333134;1033;5.445171093;369;390;NA;NA;NA;4;0;0
1136;10333168;1033;5.472194274;559;609;NA;6;NA;NA;1;0
1137;10333483;1033;5.472194274;713;630;NA;NA;37;NA;0;0
1138;10333605;1033;5.620821773;584;547;NA;NA;43;7;1;0
1139;10333610;1033;5.445171093;536;560;NA;6;29;NA;0;0
1140;10333684;1033;5.445171093;527;611;0;6;85;7;1;0
1141;10333836;1033;5.445171093;527;629;0;6;NA;7;1;0
1142;10333925;1033;5.620821773;527;488;0;NA;NA;NA;0;0
1143;10333973;1033;5.445171093;524;495;0;5;88;6;1;0
1144;10334099;1033;5.445171093;503;298;1;NA;NA;7;0;0
1145;10334189;1033;5.472194274;446;527;NA;NA;NA;NA;1;0
1146;10334269;1033;5.472194274;594;563;0;5;23;NA;0;0
1147;10334302;1033;5.620821773;454;478;NA;NA;34;NA;0;0
1148;10334424;1033;5.445171093;417;510;0;6;88;7;1;0
1149;10334573;1033;5.445171093;584;656;0;5;70;7;1;0
1150;10334645;1033;5.472194274;584;629;NA;5;60;3;0;0
1151;10334805;1033;5.445171093;278;NA;1;6;NA;6;0;0
1152;10334865;1033;5.445171093;539;571;0;4;33;3;1;0
1153;10334916;1033;5.620821773;594;573;0;6;NA;NA;1;0
1154;10334982;1033;5.472194274;515;589;0;5;51;NA;1;0
1155;10335007;1033;5.472194274;592;669;0;4;NA;4;1;0
1156;10335031;1033;5.620821773;603;625;1;6;54;6;1;0
1157;10335063;1033;5.445171093;511;274;NA;6;88;7;0;0
1158;10335088;1033;5.472194274;527;535;0;NA;NA;NA;0;0
1159;10335107;1033;5.445171093;536;446;0;3;69;7;0;0
1160;10335140;1033;5.620821773;592;525;NA;NA;NA;NA;0;0
1161;10335164;1033;5.620821773;594;573;NA;NA;NA;NA;1;0
1162;10335165;1033;5.472194274;559;540;NA;4;NA;7;0;0
1163;10335221;1033;5.445171093;515;252;0;5;NA;NA;0;0
1164;10335633;1033;5.620821773;428;483;1;4;NA;6;0;0
1165;10335799;1033;5.620821773;592;594;0;5;NA;7;1;0
1166;10335914;1033;5.620821773;539;513;1;NA;NA;NA;1;0
1167;10335920;1033;5.620821773;562;563;0;3;51;3;0;0
1168;10335967;1033;5.445171093;NA;325;NA;NA;NA;NA;0;0
1169;10336420;1033;5.620821773;498;523;0;NA;NA;NA;0;0
1170;10336482;1033;5.445171093;550;640;0;6;NA;7;1;0
1171;10336536;1033;5.620821773;527;547;1;NA;NA;NA;1;0
1172;10336556;1033;5.620821773;527;515;1;NA;NA;NA;0;0
1173;10336571;1033;5.445171093;524;575;0;6;69;NA;1;0
1174;10336640;1033;5.620821773;428;515;0;4;41;3;1;0
1175;10336648;1033;5.620821773;581;579;1;3;NA;4;1;0
1176;10336658;1033;5.472194274;511;589;NA;6;88;7;1;0
1177;10336750;1033;5.472194274;626;620;0;6;46;7;1;0
1178;10360044;1036;6.533877331;594;610;0;5;50;5;0;0
1179;10360104;1036;6.505592148;511;535;0;1;32;1;0;0
1180;10360166;1036;7.389504125;321;446;0;5;90;2;1;0
1181;10360190;1036;7.389504125;491;478;0;2;51;4;1;0
1182;10360200;1036;6.533877331;536;482;0;4;53;1;1;0
1183;10360343;1036;6.505592148;560;551;0;6;66;7;0;0
1184;10360346;1036;7.389504125;554;495;0;3;34;2;1;0
1185;10360643;1036;7.389504125;355;403;0;2;40;NA;1;0
1186;10360665;1036;6.505592148;476;495;0;NA;45;NA;0;0
1187;10360675;1036;7.389504125;454;451;0;6;43;5;0;0
1188;10360680;1036;6.505592148;355;419;0;5;25;2;0;0
1189;10360942;1036;6.505592148;476;474;0;3;51;2;0;0
1190;10361070;1036;7.389504125;460;495;0;2;30;7;1;0
1191;10361156;1036;6.533877331;584;558;0;4;52;2;1;0
1192;10361472;1036;7.389504125;441;391;0;2;52;3;0;0
1193;10361509;1036;6.533877331;539;558;0;3;38;5;0;0
1194;10361616;1036;7.389504125;388;NA;0;3;34;2;1;0
1195;10361648;1036;6.505592148;470;512;0;1;51;4;0;0
1196;10361781;1036;6.505592148;626;555;0;3;59;4;0;0
1197;10361871;1036;6.505592148;594;554;0;5;NA;2;0;0
1198;10362120;1036;6.505592148;603;570;0;5;60;2;1;0
1199;10362186;1036;7.389504125;673;640;0;5;66;6;1;0
1200;10362234;1036;6.533877331;559;567;0;5;36;2;1;0
1201;10362273;1036;6.533877331;479;472;0;1;70;1;0;0
1202;10362693;1036;7.389504125;360;NA;0;3;53;7;1;0
1203;10362707;1036;7.389504125;390;496;0;5;34;5;1;0
1204;10362725;1036;7.389504125;594;572;0;3;53;1;1;0
1205;10362820;1036;7.389504125;476;396;0;1;34;1;0;0
1206;10362833;1036;7.389504125;573;485;0;3;24;2;0;0
1207;10363008;1036;6.505592148;515;548;0;2;44;2;0;0
1208;10363322;1036;6.505592148;270;428;NA;NA;NA;1;1;0
1209;10363597;1036;6.533877331;415;396;0;4;43;4;0;0
1210;10363689;1036;6.533877331;415;474;1;2;24;NA;0;0
1211;10363726;1036;6.533877331;484;419;0;3;30;2;0;0
1212;10363889;1036;6.505592148;510;516;0;4;34;1;0;0
1213;10363990;1036;7.389504125;441;549;1;3;51;NA;1;0
1214;10364015;1036;6.505592148;466;NA;0;4;25;1;1;0
1215;10364063;1036;7.389504125;415;478;0;3;38;5;1;0
1216;10364112;1036;6.505592148;536;553;0;4;40;3;1;0
1217;10364150;1036;6.533877331;402;419;1;4;23;2;1;0
1218;10364232;1036;6.505592148;473;435;1;5;53;1;0;0
1219;10364339;1036;6.533877331;NA;573;NA;NA;NA;NA;1;0
1220;10364390;1036;6.505592148;510;455;0;3;51;4;0;0
1221;10364486;1036;6.505592148;549;511;0;1;30;3;0;0
1222;10364517;1036;6.533877331;NA;530;NA;NA;NA;NA;1;0
1223;10364592;1036;6.533877331;550;581;0;4;50;4;0;0
1224;10364631;1036;6.533877331;484;470;0;4;49;4;0;0
1225;10364990;1036;6.533877331;515;476;0;4;38;6;0;0
1226;10365057;1036;6.505592148;355;453;0;2;34;NA;0;0
1227;10365149;1036;6.505592148;603;619;0;2;43;3;0;0
1228;10365216;1036;6.533877331;348;444;0;2;30;4;1;0
1229;10365218;1036;6.533877331;400;315;0;1;29;2;1;0
1230;10365305;1036;6.533877331;490;NA;0;1;NA;NA;0;0
1231;10365388;1036;7.389504125;439;526;0;3;30;2;0;0
1232;10365669;1036;6.533877331;200;409;0;3;30;4;1;0
1233;10365858;1036;6.533877331;603;544;0;4;34;2;1;0
1234;10366000;1036;6.505592148;416;501;0;4;39;1;0;0
1235;10366045;1036;7.389504125;488;509;0;6;33;2;1;0
1236;10366046;1036;6.505592148;560;555;0;2;34;1;0;0
1237;10366112;1036;6.505592148;NA;493;NA;NA;NA;NA;1;0
1238;10366238;1036;6.533877331;446;468;0;2;53;4;1;0
1239;10366276;1036;6.505592148;441;479;1;6;NA;NA;0;0
1240;10366673;1036;7.389504125;473;NA;0;3;43;1;1;0
1241;10390050;1039;7.018220519;NA;621;NA;NA;NA;NA;1;0
1242;10390055;1039;6.791826309;395;455;0;6;69;7;0;0
1243;10390148;1039;7.018220519;NA;546;NA;NA;NA;NA;1;0
1244;10390213;1039;7.018220519;524;520;0;2;53;4;1;0
1245;10390270;1039;6.791826309;395;397;0;4;NA;3;0;0
1246;10390396;1039;7.018220519;559;NA;0;5;88;7;1;0
1247;10390722;1039;6.791826309;570;500;0;3;43;4;0;0
1248;10390788;1039;7.018220519;498;641;0;4;56;1;1;0
1249;10390874;1039;7.018220519;503;586;0;4;51;7;1;0
1250;10391100;1039;6.791826309;570;489;0;5;60;4;0;0
1251;10391231;1039;6.791826309;559;534;0;3;51;4;0;0
1252;10391273;1039;6.791826309;490;441;0;4;53;3;0;0
1253;10391311;1039;7.018220519;428;462;0;3;53;4;1;0
1254;10391451;1039;7.018220519;573;532;0;5;71;NA;0;0
1255;10391553;1039;7.018220519;573;621;0;4;66;5;1;0
1256;10391667;1039;6.791826309;639;602;0;5;51;5;0;0
1257;10391901;1039;7.018220519;550;625;0;4;66;NA;1;0
1258;10391980;1039;6.791826309;387;449;0;4;88;2;0;0
1259;10391986;1039;6.791826309;548;492;0;6;51;5;0;0
1260;10392024;1039;7.018220519;584;527;0;5;68;2;1;0
1261;10392040;1039;7.018220519;524;646;0;4;34;4;1;0
1262;10392071;1039;7.018220519;536;570;0;6;70;7;1;0
1263;10392534;1039;6.791826309;548;478;0;5;70;7;0;0
1264;10392535;1039;6.791826309;550;463;0;5;51;2;0;0
1265;10392654;1039;7.018220519;614;622;0;5;49;6;1;0
1266;10392683;1039;6.791826309;527;574;0;NA;66;7;0;0
1267;10392710;1039;7.018220519;470;544;0;5;54;3;1;0
1268;10392753;1039;6.791826309;548;566;0;4;46;3;0;0
1269;10393109;1039;7.018220519;548;628;NA;6;NA;NA;0;0
1270;10393219;1039;7.018220519;490;504;0;4;NA;2;0;0
1271;10393271;1039;6.791826309;584;575;1;2;68;7;1;0
1272;10393294;1039;7.018220519;461;473;0;4;34;5;1;0
1273;10393504;1039;7.018220519;461;552;0;5;74;7;1;0
1274;10393588;1039;7.018220519;605;630;0;5;70;7;1;0
1275;10393778;1039;7.018220519;511;428;0;4;70;3;0;0
1276;10393918;1039;6.791826309;511;527;0;5;43;1;0;0
1277;10394074;1039;6.791826309;689;643;0;5;50;5;1;0
1278;10394131;1039;6.791826309;428;411;1;6;33;4;0;0
1279;10394249;1039;7.018220519;559;501;0;6;51;7;1;0
1280;10394356;1039;6.791826309;454;482;0;4;40;1;0;0
1281;10394368;1039;7.018220519;490;545;0;1;54;3;0;0
1282;10394511;1039;6.791826309;592;608;0;2;69;5;1;0
1283;10394563;1039;7.018220519;559;605;0;3;53;2;1;0
1284;10394595;1039;6.791826309;685;624;0;6;69;3;1;0
1285;10394606;1039;6.791826309;511;419;0;3;46;3;0;0
1286;10394633;1039;6.791826309;NA;531;NA;NA;NA;NA;0;0
1287;10394762;1039;7.018220519;454;480;0;3;87;4;0;0
1288;10395097;1039;6.791826309;550;593;0;6;53;4;1;0
1289;10395101;1039;6.791826309;550;568;0;3;51;3;0;0
1290;10395108;1039;6.791826309;524;449;0;5;70;6;0;0
1291;10395173;1039;7.018220519;470;513;0;4;49;2;1;0
1292;10395232;1039;7.018220519;550;618;0;5;67;3;1;0
1293;10395332;1039;7.018220519;594;561;0;6;70;3;1;0
1294;10395746;1039;6.791826309;490;452;0;6;34;4;0;0
1295;10395769;1039;7.018220519;417;554;0;4;56;7;1;0
1296;10396006;1039;6.791826309;278;415;0;1;NA;NA;0;0
1297;10396035;1039;7.018220519;461;437;0;1;NA;NA;0;0
1298;10396039;1039;6.791826309;616;568;0;4;43;2;0;0
1299;10396136;1039;6.791826309;559;600;0;6;70;7;1;0
1300;10396433;1039;7.018220519;437;519;0;3;51;1;1;0
1301;10396709;1039;6.791826309;663;607;1;6;NA;NA;0;0
1302;10400051;1040;14.22142436;515;535;0;3;23;2;0;0
1303;10400168;1040;13.08371041;570;466;0;4;30;4;0;0
1304;10400243;1040;14.22142436;388;485;0;3;34;2;0;0
1305;10400308;1040;14.22142436;639;539;0;4;29;2;1;0
1306;10400376;1040;13.08371041;NA;403;NA;NA;NA;NA;0;0
1307;10400633;1040;13.08371041;424;441;NA;3;34;2;1;0
1308;10400698;1040;14.22142436;460;366;0;3;43;2;1;0
1309;10400787;1040;14.22142436;476;481;0;2;29;1;0;0
1310;10401159;1040;14.22142436;511;380;0;3;23;4;0;0
1311;10401196;1040;14.22142436;386;388;0;1;55;4;1;0
1312;10401379;1040;14.22142436;550;577;0;6;23;2;1;0
1313;10401884;1040;13.08371041;460;515;0;4;43;2;0;0
1314;10402076;1040;13.08371041;559;386;0;3;33;2;0;0
1315;10402419;1040;13.08371041;428;541;0;4;34;2;1;0
1316;10402503;1040;14.22142436;562;544;NA;4;40;5;1;0
1317;10402781;1040;13.08371041;395;490;0;3;51;3;1;0
1318;10402815;1040;14.22142436;570;530;0;3;38;1;0;0
1319;10403150;1040;14.22142436;536;518;0;3;34;2;1;0
1320;10403340;1040;14.22142436;570;524;0;3;68;NA;0;0
1321;10403513;1040;14.22142436;453;496;0;5;51;5;1;0
1322;10403514;1040;14.22142436;476;489;0;3;57;3;0;0
1323;10403551;1040;13.08371041;511;517;0;5;69;3;0;0
1324;10403670;1040;14.22142436;651;NA;0;4;67;1;0;0
1325;10403821;1040;14.22142436;437;533;0;2;34;2;1;0
1326;10403846;1040;13.08371041;470;560;0;4;53;3;1;0
1327;10403908;1040;13.08371041;536;448;0;4;68;2;0;0
1328;10403928;1040;13.08371041;409;420;0;2;68;NA;0;0
1329;10403954;1040;14.22142436;417;NA;0;2;34;2;1;0
1330;10403993;1040;13.08371041;409;495;0;2;34;2;0;0
1331;10404496;1040;13.08371041;470;510;1;4;50;2;0;0
1332;10404594;1040;13.08371041;527;504;0;3;69;4;0;0
1333;10404602;1040;13.08371041;536;569;0;4;23;4;1;0
1334;10404736;1040;14.22142436;498;406;0;4;43;4;0;0
1335;10404858;1040;13.08371041;515;487;0;3;30;5;0;0
1336;10404912;1040;13.08371041;428;550;0;5;34;2;1;0
1337;10405054;1040;14.22142436;470;382;0;3;34;2;0;0
1338;10405071;1040;14.22142436;437;408;0;5;51;5;0;0
1339;10405243;1040;13.08371041;539;542;0;3;66;3;0;0
1340;10405357;1040;14.22142436;484;419;NA;5;40;2;0;0
1341;10405424;1040;14.22142436;439;444;0;2;67;7;0;0
1342;10405649;1040;14.22142436;446;414;0;5;69;3;0;0
1343;10405984;1040;14.22142436;503;397;0;3;29;1;0;0
1344;10405997;1040;14.22142436;521;541;0;5;51;7;0;0
1345;10406200;1040;13.08371041;476;547;0;2;40;1;1;0
1346;10406393;1040;13.08371041;371;389;NA;2;25;5;1;0
1347;10406544;1040;13.08371041;446;385;0;4;30;2;0;0
1348;10406670;1040;13.08371041;408;482;0;6;70;7;0;0
1349;10410052;1041;12.14915966;390;491;0;4;51;1;1;0
1350;10410165;1041;12.90848214;NA;659;NA;NA;NA;NA;0;0
1351;10410259;1041;12.90848214;371;487;0;3;43;4;1;0
1352;10410650;1041;12.14915966;484;528;0;1;40;2;1;0
1353;10410753;1041;12.90848214;511;490;0;6;66;7;1;0
1354;10411087;1041;12.90848214;NA;486;NA;NA;NA;NA;0;0
1355;10411330;1041;12.90848214;503;460;0;3;55;1;0;0
1356;10411634;1041;12.90848214;479;467;0;1;53;1;0;0
1357;10411666;1041;12.14915966;439;474;0;4;43;2;0;0
1358;10411684;1041;12.14915966;562;603;0;3;33;2;1;0
1359;10412055;1041;12.14915966;360;515;0;1;23;2;0;0
1360;10412373;1041;12.14915966;510;509;1;3;34;NA;0;0
1361;10413061;1041;12.90848214;559;556;0;2;38;2;0;0
1362;10413222;1041;12.14915966;402;429;0;5;26;2;1;0
1363;10413238;1041;12.90848214;490;542;0;3;23;2;1;0
1364;10413607;1041;12.14915966;524;557;1;4;51;2;0;0
1365;10413887;1041;12.14915966;491;557;0;3;28;2;1;0
1366;10414323;1041;12.90848214;592;545;0;4;23;2;1;0
1367;10414324;1041;12.14915966;503;473;0;2;25;1;1;0
1368;10414521;1041;12.14915966;486;492;0;2;NA;2;1;0
1369;10414787;1041;12.90848214;441;416;0;3;43;2;0;0
1370;10415250;1041;12.90848214;626;566;0;3;40;1;1;0
1371;10415348;1041;12.90848214;594;568;0;4;43;4;1;0
1372;10415526;1041;12.14915966;560;507;0;3;43;2;0;0
1373;10415566;1041;12.90848214;562;585;0;4;23;2;1;0
1374;10415659;1041;12.14915966;478;448;0;3;23;2;0;0
1375;10415822;1041;12.90848214;648;579;0;4;67;2;0;0
1376;10416169;1041;12.90848214;414;NA;0;4;32;2;0;0
1377;10416290;1041;12.90848214;NA;591;NA;NA;NA;NA;0;0
1378;10416298;1041;12.14915966;415;501;0;3;60;2;1;0
1379;10416418;1041;12.90848214;NA;552;NA;NA;NA;NA;0;0
1380;10416523;1041;12.14915966;397;490;0;4;88;5;1;0
1381;10416638;1041;12.14915966;651;543;0;4;53;4;1;0
1382;10420056;1042;8.403568937;NA;443;NA;NA;NA;NA;1;0
1383;10420470;1042;8.403568937;417;368;0;3;40;5;0;0
1384;10420833;1042;8.403568937;424;456;0;1;68;4;0;0
1385;10420946;1042;9.277540107;431;354;0;1;33;2;0;0
1386;10420979;1042;8.762121212;550;647;0;4;51;6;1;0
1387;10420985;1042;8.762121212;486;502;0;4;51;1;1;0
1388;10421098;1042;8.762121212;460;504;1;4;51;2;1;0
1389;10421272;1042;8.403568937;239;311;0;5;30;2;0;0
1390;10421318;1042;8.403568937;646;456;0;3;56;2;1;0
1391;10421460;1042;8.403568937;431;421;0;4;34;5;0;0
1392;10421858;1042;9.277540107;NA;384;1;2;NA;NA;0;0
1393;10421991;1042;8.403568937;417;358;0;3;23;2;1;0
1394;10422033;1042;8.762121212;453;469;0;3;42;2;1;0
1395;10422061;1042;9.277540107;484;524;0;4;NA;1;1;0
1396;10422301;1042;8.403568937;348;293;0;4;68;6;0;0
1397;10422308;1042;8.762121212;685;664;0;5;NA;4;1;0
1398;10422311;1042;8.403568937;437;433;0;3;51;1;0;0
1399;10422409;1042;9.277540107;583;447;1;3;44;NA;0;0
1400;10422800;1042;8.762121212;453;501;0;2;23;3;1;0
1401;10422863;1042;9.277540107;400;448;0;1;30;2;1;0
1402;10423385;1042;9.277540107;NA;NA;1;4;23;2;1;0
1403;10423392;1042;8.403568937;609;551;0;1;25;2;1;0
1404;10423452;1042;8.762121212;373;329;0;4;43;2;0;0
1405;10423546;1042;8.403568937;515;422;0;2;43;2;0;0
1406;10423621;1042;8.762121212;626;582;0;3;43;2;1;0
1407;10423766;1042;9.277540107;484;466;1;1;NA;1;0;0
1408;10423783;1042;9.277540107;554;479;0;5;25;5;1;0
1409;10423793;1042;8.403568937;NA;523;NA;NA;NA;NA;0;0
1410;10423856;1042;8.403568937;548;502;0;1;32;2;0;0
1411;10424018;1042;8.403568937;NA;451;NA;NA;NA;NA;0;0
1412;10424178;1042;8.403568937;454;414;0;3;43;5;0;0
1413;10424365;1042;8.762121212;527;514;0;2;53;1;1;0
1414;10424375;1042;8.403568937;573;433;0;1;67;5;0;0
1415;10424454;1042;8.403568937;488;527;0;6;54;3;1;0
1416;10424547;1042;9.277540107;370;317;1;NA;NA;4;0;0
1417;10424652;1042;9.277540107;453;390;0;3;34;3;1;0
1418;10424752;1042;8.403568937;503;510;0;3;23;4;0;0
1419;10424807;1042;9.277540107;550;492;0;3;54;3;0;0
1420;10424821;1042;9.277540107;466;434;0;3;30;2;0;0
